"date","mean_temp","temp_C"
2000-04-05,280.435855802598,7.28585580259818
2000-04-15,280.479993732646,7.32999373264602
2000-04-19,281.429993711412,8.27999371141203
2000-05-01,285.22094600763,12.0709460076301
2000-05-04,285.513118620147,12.3631186201471
2000-05-05,283.391422238999,10.2414222389992
2000-05-07,283.465707951625,10.3157079516246
2000-05-14,289.312720807947,16.1627208079466
2000-05-17,284.751422208601,11.601422208601
2000-06-02,287.279993580654,14.129993580654
2000-07-17,291.079993495718,17.929993495718
2000-07-20,290.232493514661,17.0824935146608
2000-08-25,291.079993495718,17.929993495718
2000-09-02,290.38999351114,17.23999351114
2000-09-15,289.546104641114,16.3961046411139
2000-09-18,287.759993569925,14.6099935699255
