"date","mean_temp","temp_C"
2008-04-02,279.299993759021,6.14999375902141
2008-04-04,282.119993695989,8.96999369598905
2008-04-05,280.889993723482,7.73999372348203
2008-04-27,284.889993634075,11.739993634075
2008-05-02,284.621993640065,11.471993640065
2008-05-05,286.369993600994,13.2199936009944
2008-05-07,285.839993612841,12.689993612841
2008-05-19,286.519993597642,13.3699935976418
2008-05-25,287.334279293727,14.1842792937266
2008-05-26,286.73749359278,13.5874935927799
2008-06-04,289.089993540197,15.9399935401975
2008-06-06,292.019993474707,18.869993474707
2008-06-07,291.104538949715,17.9545389497148
2008-06-10,289.019993541762,15.869993541762
2008-07-21,289.256660203139,16.106660203139
2008-07-22,290.24999351427,17.0999935142696
2008-07-24,287.299993580207,14.149993580207
2008-07-28,292.979993453249,19.829993453249
2008-09-04,288.401422127017,15.251422127017
2008-09-08,287.783070492487,14.633070492487
2008-09-14,287.653326905643,14.5033269056431
2008-09-28,285.458565049938,12.3085650499382
