"date","mean_chla"
2017-04-08,18.9164564518825
2017-04-12,17.7081922567808
2017-04-16,0.4803406894207
2017-04-20,12.1747332215309
2017-04-29,15.6068829596043
2017-05-01,2.29415306840092
2017-05-02,34.2277266902698
2017-05-03,29.042669417747
2017-05-05,31.2147815020548
2017-05-06,31.3707367107272
2017-05-09,28.6245778235229
2017-05-14,31.6226168473561
2017-05-17,17.1299622383188
2017-05-18,24.8899980957309
2017-05-24,7.37650845609605
2017-05-25,32.7171788712996
2017-05-26,12.9633328646421
2017-06-02,13.0296988089879
2017-06-03,26.432188321054
2017-06-17,10.4479259128372
2017-06-20,16.1769505858421
2017-06-21,3.07042740484966
2017-06-24,15.9040364916234
2017-06-25,19.8809250503778
2017-07-10,21.0727020044412
2017-07-12,1.00558764208108
2017-07-16,0.860741972923279
2017-07-17,8.16769825134958
2017-07-18,14.5638114923392
2017-07-25,26.9653819030037
2017-08-02,26.0240857222906
2017-08-03,18.9861602783203
2017-08-07,23.4519149363041
2017-08-08,0.622053146362304
2017-08-09,0.23001903295517
2017-08-15,19.1378003010476
2017-08-25,1.46652611238616
2017-08-26,26.924787402153
2017-08-29,18.3077983856201
2017-08-30,23.0023233275115
2017-09-06,10.6207774788141
2017-09-19,32.6442931029532
2017-09-25,0.255929261445999
2017-09-29,29.2481781949802
