id,short_name,name,country,max_distance_to_land,lat_min_box,lat_max_box,lon_min_box,lon_max_box,lat centre,lon centre,lwl_data,lwe_data,lswt_data,lic_data,lwlr_data
2190,GLWD00002190,Chila,Mexico,3.9,22.1375,22.2958,-98.1875,-98.0042,22.2181,-98.0903,False,False,True,True,True
2192,GLWD00002192,Buffalo,Canada,3.2,52.3875,52.5958,-113.0875,-112.7375,52.4875,-112.8597,False,False,True,True,True
2199,GLWD00002199,Tasersuaq,Greenland,1.8,66.6125,66.8125,-51.2958,-50.4458,66.7542,-50.9375,False,False,True,True,True
2201,GLWD00002201,Bilikol,Kazakhstan,3.1,42.9208,43.1625,70.6042,70.7958,43.0181,70.6903,True,False,True,True,True
2202,GLWD00002202,Cam,China,4.2,31.9958,32.2208,83.4458,83.6375,32.1292,83.5347,False,False,True,True,True
2203,GLWD00002203,Sengli,China,2.8,30.2958,30.5542,83.9625,84.1375,30.4292,84.0681,False,False,True,True,True
2226,GLWD00002226,Khanskoye,Russian Federation,3.8,46.1042,46.3458,38.2708,38.5375,46.2625,38.3458,False,False,True,True,True
2228,GLWD00002228,Anibal-Pinto,Chile,3.3,-52.1375,-51.9292,-72.5625,-72.3708,-52.0208,-72.4653,False,False,True,True,True
2232,GLWD00002232,Mokoan,Australia,2.3,-36.5292,-36.3625,145.9792,146.1958,-36.4486,146.0847,False,False,True,True,True
2238,GLWD00002238,Barkol,China,4,43.5708,43.7708,92.7042,92.8792,43.6764,92.7903,False,False,True,True,True
2239,GLWD00002239,Uryum,Russian Federation,2.8,54.4625,54.6375,78.3458,78.6375,54.5569,78.4903,False,False,True,True,True
2243,GLWD00002243,Paru,Brazil,5.6,-2.0042,-1.7875,-56.0125,-55.6125,-1.9125,-55.7958,False,False,True,True,True
2245,GLWD00002245,Oak,Canada,2.4,49.5625,49.7542,-100.8292,-100.6042,49.6653,-100.7514,False,False,True,True,True
2246,GLWD00002246,Anolgytgyn,Russian Federation,3.5,59.9125,60.0875,163.5792,163.9375,60.0069,163.7097,False,False,True,True,True
2253,GLWD00002253,Clear,United States,2.7,41.7542,41.9625,-121.2625,-121.0292,41.8792,-121.1792,False,False,True,True,True
2259,GLWD00002259,Baril,Canada,2.6,58.6875,58.8375,-111.8042,-111.5625,58.7764,-111.6597,False,False,True,True,True
2262,GLWD00002262,Dezadeash,Canada,2.8,60.3292,60.5708,-137.0958,-136.8625,60.4819,-136.9958,False,False,True,True,True
2263,GLWD00002263,Kazan,Canada,2.7,55.4542,55.6625,-108.4542,-108.2125,55.5625,-108.3347,False,False,True,True,True
2264,GLWD00002264,Kurilskoye,Russian Federation,3.4,51.3708,51.5458,156.9958,157.2125,51.4542,157.0986,False,False,True,True,True
2270,GLWD00002270,Bayan,Mongolia,3.1,48.3875,48.5375,94.9625,95.3125,48.4569,95.1347,False,False,True,True,True
2271,GLWD00002271,Kinkony,Madagascar,3,-16.2875,-16.0542,45.6625,45.9792,-16.1458,45.8319,True,False,True,True,True
2273,GLWD00002273,Chonduya,Russian Federation,4.1,68.4958,68.6625,152.1125,152.4292,68.5819,152.2819,False,False,True,True,True
2276,GLWD00002276,Kotcho,Canada,3,58.9875,59.1875,-121.2792,-120.9958,59.0653,-121.1097,False,False,True,True,True
2280,GLWD00002280,Iberã-Wetlands-(Part),Argentina,4.2,-28.1792,-27.9625,-56.8792,-56.6625,-28.0931,-56.7819,False,False,True,True,True
2285,GLWD00002285,Ebeyty,Russian Federation,4.5,54.5542,54.7375,71.6208,71.8458,54.6514,71.7319,False,False,True,True,True
2304,GLWD00002304,Yanghu,China,3.6,35.3542,35.5042,84.5542,84.7625,35.4292,84.6458,True,False,True,True,True
2305,GLWD00002305,Salt-Water,China,4.1,35.2125,35.3875,82.9792,83.2375,35.2931,83.1153,False,False,True,True,True
2313,GLWD00002313,Ihema,Rwanda;Tanzania United Republic of,3.2,-2.0125,-1.7625,30.6708,30.8625,-1.8458,30.7875,False,False,True,True,True
2314,GLWD00002314,Khukh,Mongolia,3.9,49.4208,49.6208,115.4542,115.6958,49.4986,115.5847,False,False,True,True,True
2315,GLWD00002315,Beidagang,China,2,38.6458,38.8042,117.2875,117.5042,38.7208,117.3764,False,False,True,True,True
2316,GLWD00002316,Suyahu,China,3.7,32.9208,33.1458,114.1375,114.3375,33.0458,114.2431,False,False,True,True,True
2317,GLWD00002317,Chiemsee,Germany,3.2,47.7958,47.9708,12.3125,12.5708,47.8903,12.4681,False,False,True,True,True
2323,GLWD00002323,Peerless,Canada,3.3,56.5208,56.7375,-114.7792,-114.5375,56.6514,-114.6514,False,False,True,True,True
2326,GLWD00002326,Chip,Canada,2.4,53.5708,53.7458,-115.5292,-115.2292,53.6542,-115.3792,False,False,True,True,True
2330,GLWD00002330,Hargrave,Canada,3,54.3792,54.5708,-99.8125,-99.5458,54.4653,-99.6958,False,False,True,True,True
2331,GLWD00002331,Andreevskoye,Russian Federation,2.8,58.8292,59.0125,66.7375,67.0542,58.9014,66.8625,False,False,True,True,True
2335,GLWD00002335,Birch,Canada,3.2,64.2708,64.4458,-122.1458,-121.7708,64.3597,-121.9236,False,False,True,True,True
2336,GLWD00002336,Norra-Dellen,Sweden,2.9,61.7792,61.9625,16.5042,16.9042,61.8931,16.6931,False,False,True,True,True
2345,GLWD00002345,Houghton,United States,3.6,44.2625,44.4375,-84.8375,-84.5958,44.3403,-84.7292,False,False,True,True,True
2351,GLWD00002351,Copp,Canada,2.1,60.1375,60.3292,-114.8625,-114.4792,60.2597,-114.7347,False,False,True,True,True
2358,GLWD00002358,Glan,Sweden,3.3,58.5458,58.7292,15.8042,16.1208,58.6208,15.9653,False,False,True,True,True
2361,GLWD00002361,Margog,China,3.2,33.7708,33.9542,86.8958,87.1292,33.8458,86.9958,False,False,True,True,True
2364,GLWD00002364,Djorf-Torba,Algeria,2.3,31.4708,31.6292,-2.8458,-2.6625,31.5375,-2.7486,False,False,True,True,True
2365,GLWD00002365,Hawizeh-Marshes,Iran Islamic Republic of;Iraq,4.1,31.5042,31.6875,47.5292,47.7208,31.5986,47.6292,True,False,True,True,True
2367,GLWD00002367,Assean,Canada,1.8,56.1292,56.3792,-96.6792,-96.1042,56.2014,-96.5819,False,False,True,True,True
2368,GLWD00002368,Big-Sandy,Canada,3.2,54.3458,54.5375,-104.2208,-103.9958,54.4208,-104.1069,False,False,True,True,True
2369,GLWD00002369,Black,United States,2.6,29.9042,30.0958,-93.5458,-93.3042,30.0319,-93.4319,False,False,True,True,True
2371,GLWD00002371,Bering,United States,1.4,60.2292,60.4042,-144.3792,-143.8958,60.2903,-144.3153,False,False,True,True,True
2388,GLWD00002388,Baskunchak,Russian Federation,3.9,48.0958,48.3208,46.7792,47.0125,48.1847,46.8986,False,False,True,True,True
2395,GLWD00002395,Caddabassa,Ethiopia,3.7,10.0875,10.3125,40.3958,40.5792,10.2014,40.4708,False,False,True,True,True
2403,GLWD00002403,Brooks,United States,2.3,58.4208,58.5875,-156.1042,-155.7542,58.5236,-155.8375,False,False,True,True,True
2408,GLWD00002408,Sasyk,Ukraine,3.3,45.1125,45.2875,33.3542,33.6458,45.1958,33.4958,False,False,True,True,True
2415,GLWD00002415,Cuoda-Rima,China,3.4,35.2542,35.4042,91.7625,91.9625,35.3347,91.8486,True,False,True,True,True
2418,GLWD00002418,Turtle,Canada,2.8,53.4708,53.7708,-108.7458,-108.4792,53.5792,-108.6569,False,False,True,True,True
2420,GLWD00002420,Waterhen,Canada,3.1,54.3958,54.5875,-108.5625,-108.2625,54.4736,-108.4681,False,False,True,True,True
2421,GLWD00002421,Chitek,Canada,2.4,52.3208,52.5292,-99.5125,-99.3042,52.4292,-99.4236,False,False,True,True,True
2425,GLWD00002425,Narach,Belarus,3.7,54.7708,54.9458,26.6375,26.8958,54.8514,26.7764,False,False,True,True,True
2427,GLWD00002427,Fati,Mali,3,16.1625,16.3875,-3.7792,-3.6042,16.2625,-3.6819,False,False,True,True,True
2436,GLWD00002436,Weyakwin,Canada,2.5,54.3958,54.5958,-106.1292,-105.8875,54.5097,-105.9792,False,False,True,True,True
2447,GLWD00002447,Margaret,Canada,2.8,58.8708,59.0458,-115.6042,-115.2125,58.9458,-115.3486,False,False,True,True,True
2470,GLWD00002470,Richardson,Canada,3.9,58.3125,58.4792,-111.1958,-110.9375,58.3875,-111.0736,False,False,True,True,True
2473,GLWD00002473,Storsjön,Sweden,2.5,60.4792,60.6542,16.5625,16.9292,60.5653,16.7097,False,False,True,True,True
2475,GLWD00002475,Yuye,China,2.7,35.9292,36.0875,88.5792,88.8958,36.0236,88.7986,False,False,True,True,True
2477,GLWD00002477,Wellesley,Canada,3.5,62.2625,62.4375,-139.9875,-139.6625,62.3653,-139.7847,False,False,True,True,True
2484,GLWD00002484,Catemaco,Mexico,3.1,18.3292,18.4875,-95.1625,-94.9792,18.4069,-95.0625,False,False,True,True,True
2485,GLWD00002485,Nn,Canada,2.3,67.3042,67.4708,-126.1542,-125.7375,67.3625,-126.0153,False,False,True,True,True
2495,GLWD00002495,Clive,Canada,2.8,63.1375,63.2792,-119.1042,-118.7458,63.2181,-118.8819,False,False,True,True,True
2497,GLWD00002497,Leushinskiy-Tuman,Russian Federation,3.5,59.5958,59.8042,65.2875,65.8208,59.6847,65.7153,False,False,True,True,True
2507,GLWD00002507,Azhibeksor-Koli,Kazakhstan,3.1,50.0458,50.2375,68.2625,68.5042,50.1458,68.3931,True,False,True,True,True
2511,GLWD00002511,Meiriqiecuomari,China,3.2,33.5542,33.7208,89.6042,89.8292,33.6486,89.7292,False,False,True,True,True
2516,GLWD00002516,Lomond,United Kingdom,1.5,55.9708,56.3458,-4.7542,-4.4792,56.0708,-4.5792,False,False,True,True,True
2517,GLWD00002517,Guanting,China,2.9,40.1958,40.4875,115.5292,115.9125,40.3847,115.7792,False,False,True,True,True
2518,GLWD00002518,Balmaceda,Chile,3.1,-51.9708,-51.8042,-72.4375,-72.2042,-51.8875,-72.3514,False,False,True,True,True
2528,GLWD00002528,Chukochye,Russian Federation,2.6,69.2875,69.4958,159.9875,160.3542,69.3736,160.1319,False,False,True,True,True
2532,GLWD00002532,Nissum-Fjord,Denmark,2.4,56.2542,56.4708,8.0875,8.3292,56.3486,8.1986,False,False,True,True,True
2535,GLWD00002535,Ulakhan-Kyuel',Russian Federation,2.5,67.7042,67.8792,124.0542,124.4208,67.7764,124.2403,False,False,True,True,True
2540,GLWD00002540,Nn-Glacial,Greenland,1.8,80.0792,80.2292,-22.6708,-21.3125,80.1625,-22.0986,False,False,True,True,True
2544,GLWD00002544,Lenore,Canada,3.2,52.3875,52.6208,-105.0875,-104.8792,52.5097,-104.9736,False,False,True,True,True
2547,GLWD00002547,Dayan,Mongolia,3.5,48.2375,48.4458,88.7208,88.9708,48.3736,88.8236,False,False,True,True,True
2550,GLWD00002550,Zarate-Ceiba,Colombia,3.7,9.6208,9.8042,-74.8292,-74.6292,9.7264,-74.7208,False,False,True,True,True
2554,GLWD00002554,ÅEbsko,Poland,3,54.6375,54.7958,17.2458,17.5708,54.7097,17.3931,False,False,True,True,True
2559,GLWD00002559,La-Gaiba,Brazil;Bolivia Plurinational State of,3.7,-17.8625,-17.6292,-57.8042,-57.6292,-17.7819,-57.7236,False,False,True,True,True
2560,GLWD00002560,Witchekan,Canada,2.4,53.3458,53.5375,-107.6542,-107.4542,53.4236,-107.5847,False,False,True,True,True
2569,GLWD00002569,Serbug,China,3.4,31.9208,32.0708,88.0958,88.3208,32.0042,88.2097,True,False,True,True,True
2594,GLWD00002594,Jackfish,Canada,3.7,52.9792,53.1792,-108.5292,-108.2958,53.0708,-108.4042,False,False,True,True,True
2595,GLWD00002595,Waskesiu,Canada,2.9,53.8625,54.0625,-106.4792,-106.0375,53.9431,-106.1625,False,False,True,True,True
2611,GLWD00002611,Neri-Pun,China,3.7,31.2125,31.3958,91.3708,91.5708,31.3125,91.4542,False,False,True,True,True
2613,GLWD00002613,Nyi,China,2.8,34.5042,34.6458,87.1292,87.3958,34.5764,87.3181,False,False,True,True,True
2616,GLWD00002616,Harris,United States,2.9,28.6542,28.8625,-81.9292,-81.7042,28.7736,-81.8097,False,False,True,True,True
2627,GLWD00002627,Ik,Russian Federation,4.1,55.9708,56.1292,71.4292,71.6792,56.0569,71.5431,False,False,True,True,True
2649,GLWD00002649,Chihu,China,2.7,29.6958,29.8625,115.5875,115.7792,29.7764,115.7042,False,False,True,True,True
2655,GLWD00002655,Tetlin,United States,4.1,63.0125,63.1875,-142.9292,-142.6208,63.0875,-142.7653,False,False,True,True,True
2663,GLWD00002663,Oigon,Mongolia,3.2,49.0542,49.2542,96.4208,96.7042,49.1653,96.6181,False,False,True,True,True
2673,GLWD00002673,Whitemouth,Canada,2.8,49.1625,49.3208,-95.8042,-95.5542,49.2347,-95.6708,False,False,True,True,True
2682,GLWD00002682,Uvsiin-Khar-Us,Mongolia,2.5,49.0125,49.2042,91.7542,92.0458,49.0986,91.9403,False,False,True,True,True
2693,GLWD00002693,Ilopango,El Salvador,3.7,13.5958,13.7458,-89.1292,-88.9542,13.6708,-89.0458,False,False,True,True,True
2695,GLWD00002695,Ruzhnikova,Russian Federation,3.9,67.7792,67.9458,155.7542,156.0542,67.8597,155.9153,False,False,True,True,True
2696,GLWD00002696,Bolshoye-Yarovoye,Russian Federation,4.1,52.7792,52.9542,78.5125,78.7208,52.8736,78.6069,False,False,True,True,True
2701,GLWD00002701,Daxi-Haizi,China,2.4,40.4708,40.6708,87.3875,87.5958,40.5736,87.5292,False,False,True,True,True
2709,GLWD00002709,Arsenault,Canada,2.8,55.0208,55.1792,-108.6542,-108.3875,55.0958,-108.5458,False,False,True,True,True
2720,GLWD00002720,Gomo,China,4,33.5792,33.7542,85.7208,85.8958,33.6681,85.8125,False,False,True,True,True
2724,GLWD00002724,Leche,Cuba,2.7,22.1208,22.2958,-78.7292,-78.5458,22.1931,-78.6181,False,False,True,True,True
2725,GLWD00002725,Kadi,Russian Federation,3,51.7875,51.9375,140.3792,140.6875,51.8681,140.4792,False,False,True,True,True
2731,GLWD00002731,Muriel,Canada,3.3,54.0625,54.2375,-110.8125,-110.5708,54.1431,-110.6847,False,False,True,True,True
2750,GLWD00002750,Suturuaka,Russian Federation,3.6,69.0792,69.2292,145.1958,145.5875,69.1542,145.4125,False,False,True,True,True
2762,GLWD00002762,Coronda,Argentina,4,-32.1958,-31.9542,-60.9792,-60.7542,-32.0958,-60.8819,False,False,True,True,True
2779,GLWD00002779,El-Floral-Iguana,Colombia,4.4,8.6042,8.9208,-74.5125,-74.2458,8.7431,-74.4292,False,False,True,True,True
2786,GLWD00002786,None,China,3,35.6292,35.7708,91.2375,91.4958,35.6986,91.3569,False,False,True,True,True
2798,GLWD00002798,Runn,Sweden,1.8,60.4292,60.6292,15.5042,15.8042,60.5681,15.7153,False,False,True,True,True
2799,GLWD00002799,Phelps,United States,3.7,35.6958,35.8458,-76.5625,-76.3625,35.7681,-76.4431,False,False,True,True,True
2803,GLWD00002803,Kotlabukh,Ukraine,2.8,45.3625,45.6208,28.9125,29.0875,45.4264,28.9903,False,False,True,True,True
2809,GLWD00002809,Simpson,Canada,2.1,67.9875,68.2542,-126.7208,-126.4958,68.1097,-126.6069,False,False,True,True,True
2812,GLWD00002812,Potholes,United States,2.6,46.9292,47.1208,-119.4792,-119.1458,47.0097,-119.3319,False,False,True,True,True
2819,GLWD00002819,Telashi,China,3.6,34.7375,34.8792,92.1042,92.3292,34.8069,92.2181,True,False,True,True,True
2877,GLWD00002877,Margai,China,3.2,35.0375,35.2125,86.6125,86.8708,35.1292,86.7514,False,False,True,True,True
2881,GLWD00002881,Chamu,China,2.5,34.2625,34.4208,91.4292,91.6875,34.3569,91.6153,False,False,True,True,True
2898,GLWD00002898,Grenada,United States,2.9,33.7542,33.9625,-89.8125,-89.4958,33.8319,-89.7375,False,False,True,True,True
2907,GLWD00002907,Parinacochas,Peru,3.3,-15.3708,-15.2125,-73.7958,-73.5958,-15.2931,-73.7125,False,False,True,True,True
2923,GLWD00002923,Manchar,Pakistan,4.1,26.3208,26.5292,67.5292,67.7792,26.4236,67.6431,False,False,True,True,True
2926,GLWD00002926,Oron,Russian Federation,2.7,54.7542,54.9042,112.1375,112.3792,54.8236,112.3014,False,False,True,True,True
2927,GLWD00002927,Varano,Italy,3.7,41.8042,41.9542,15.6375,15.8458,41.8792,15.7597,False,False,True,True,True
2940,GLWD00002940,Tuman,Russian Federation,2.6,59.5292,59.7208,66.1792,66.4292,59.5986,66.2847,False,False,True,True,True
2944,GLWD00002944,Redberry,Canada,2.6,52.6125,52.7625,-107.2625,-107.0625,52.6986,-107.1597,False,False,True,True,True
2946,GLWD00002946,Ngoin,China,3.2,31.3708,31.5792,91.4208,91.5875,31.4819,91.5014,False,False,True,True,True
2955,GLWD00002955,Uvildy,Russian Federation,3.1,55.4375,55.6375,60.3875,60.6208,55.5181,60.5125,False,False,True,True,True
2960,GLWD00002960,Caribou,Canada,2.8,67.9042,68.0542,-133.0458,-132.6625,67.9847,-132.9347,False,False,True,True,True
2961,GLWD00002961,Kurchanskiy,Russian Federation,2.3,45.1958,45.3708,37.3792,37.6125,45.2847,37.4736,False,False,True,True,True
2965,GLWD00002965,Mandje,Gabon,2.6,-2.8958,-2.7375,10.2792,10.4375,-2.8042,10.3597,False,False,True,True,True
2970,GLWD00002970,Newell,Canada,2.8,50.3292,50.5458,-112.0292,-111.8542,50.4153,-111.9514,False,False,True,True,True
2974,GLWD00002974,Kelsey,Canada,2.3,53.5625,53.7292,-101.1625,-100.9625,53.6458,-101.0681,False,False,True,True,True
2978,GLWD00002978,Burt,United States,2.7,45.3625,45.5792,-84.7625,-84.5875,45.4569,-84.6653,False,False,True,True,True
2985,GLWD00002985,Zhizhitskoye,Russian Federation,2.6,56.1458,56.3208,31.1292,31.3792,56.2208,31.2431,False,False,True,True,True
2988,GLWD00002988,Allemands,United States,3,29.8208,30.0125,-90.6625,-90.4708,29.9264,-90.5681,False,False,True,True,True
3002,GLWD00003002,Parsons,Canada,3.1,68.8625,69.0375,-133.8042,-133.5125,68.9625,-133.6403,False,False,True,True,True
3007,GLWD00003007,Cienaga-De-Ayapel,Colombia,3.1,8.2375,8.4958,-75.2042,-74.9875,8.3681,-75.0764,False,False,True,True,True
3020,GLWD00003020,Keluke,China,3.3,37.1958,37.3708,96.8125,96.9875,37.2847,96.8986,False,False,True,True,True
3025,GLWD00003025,Hourtin,France,2.3,45.0292,45.2458,-1.1792,-1.0375,45.1597,-1.1042,False,False,True,True,True
3040,GLWD00003040,Katimik,Canada,2.8,52.7875,52.9625,-99.4708,-99.2625,52.8986,-99.3875,False,False,True,True,True
3044,GLWD00003044,Yibug,China,3.6,32.7875,33.0625,86.5792,86.8542,32.9792,86.7125,False,False,True,True,True
3045,GLWD00003045,Xuejing,China,2.6,35.9125,36.0458,87.2458,87.4875,35.9847,87.3319,False,False,True,True,True
3053,GLWD00003053,Las-Salinas,Peru,2,-16.4458,-16.2875,-71.2375,-71.0542,-16.3569,-71.1236,False,False,True,True,True
3078,GLWD00003078,Ngoinyar,China,3.4,32.8958,33.0792,88.6125,88.7792,32.9792,88.6875,False,False,True,True,True
3079,GLWD00003079,Garson,Canada,3.2,56.2375,56.4042,-110.1375,-109.9125,56.3292,-110.0069,False,False,True,True,True
3097,GLWD00003097,Vyshnevolotskoye,Russian Federation,2.2,57.4708,57.6625,34.2792,34.5542,57.5569,34.4708,False,False,True,True,True
3109,GLWD00003109,Ebro,Spain,2.5,42.9375,43.0792,-4.1375,-3.8208,43.0153,-3.9181,False,False,True,True,True
3111,GLWD00003111,Luotuo,China,2.5,34.3708,34.5125,81.8375,82.0458,34.4375,81.9764,True,False,True,True,True
3114,GLWD00003114,Ness,United Kingdom,1.2,57.1042,57.4542,-4.7125,-4.2958,57.3792,-4.3597,False,False,True,True,True
3129,GLWD00003129,Rorey,Canada,2,66.7625,67.0292,-128.5542,-128.3125,66.9264,-128.3958,False,False,True,True,True
3132,GLWD00003132,Colorada-Catalina-Alibu,Colombia,2.7,9.5125,9.6792,-74.7792,-74.6208,9.5958,-74.7097,False,False,True,True,True
3133,GLWD00003133,Kilekale,Canada,2.8,66.5875,66.7208,-124.1708,-123.7875,66.6569,-123.9153,False,False,True,True,True
3135,GLWD00003135,Wuskwatim,Canada,2.8,55.4542,55.6625,-98.6875,-98.4292,55.5653,-98.5347,False,False,True,True,True
3150,GLWD00003150,Ofhidro,Chile,2.7,-54.0375,-53.8792,-69.4875,-69.2542,-53.9625,-69.4042,False,False,True,True,True
3156,GLWD00003156,Yurba,China,2.8,35.6708,35.8042,86.5125,86.8125,35.7403,86.6986,False,False,True,True,True
3171,GLWD00003171,Marryat-Inlet,United States,3.6,68.3042,68.4708,-166.7875,-166.2625,68.3764,-166.6514,False,False,True,True,True
3173,GLWD00003173,Balyma,Russian Federation,2.5,67.7875,67.9375,151.6708,152.0625,67.8764,151.8875,False,False,True,True,True
3188,GLWD00003188,Ste-Anne,Canada,2.9,53.6292,53.7792,-114.6125,-114.2958,53.7069,-114.3875,False,False,True,True,True
3189,GLWD00003189,George,Australia,2.7,-37.5125,-37.3208,139.8958,140.0708,-37.3875,139.9764,False,False,True,True,True
3191,GLWD00003191,Towada,Japan,2.8,40.3792,40.5458,140.7875,140.9792,40.4736,140.8681,False,False,True,True,True
3196,GLWD00003196,Cazaux-Et-De-Sanguinet,France,3.4,44.3958,44.5625,-1.2375,-1.0375,44.4903,-1.1569,False,False,True,True,True
3200,GLWD00003200,Talimardzhan,Uzbekistan,3.1,38.2875,38.4625,65.4625,65.6542,38.3681,65.5708,False,False,True,True,True
3201,GLWD00003201,Rola,China,3.7,35.3292,35.5208,88.2625,88.5208,35.4097,88.3792,False,False,True,True,True
3208,GLWD00003208,None,Azerbaijan,3.1,38.8292,39.0375,48.7792,48.9542,38.9514,48.8792,False,False,True,True,True
3211,GLWD00003211,Boye-So,Greenland,1.5,70.0292,70.1875,-50.8708,-50.5042,70.1097,-50.6292,False,False,True,True,True
3218,GLWD00003218,Melincué,Argentina,4.6,-33.8042,-33.6292,-61.5792,-61.3625,-33.7097,-61.4625,False,False,True,True,True
3219,GLWD00003219,None,Greenland,1.8,65.4875,65.6708,-50.4208,-50.0958,65.6153,-50.3181,False,False,True,True,True
3231,GLWD00003231,Frog,Canada,2.5,53.8125,54.0208,-110.4292,-110.2375,53.9347,-110.3403,False,False,True,True,True
3238,GLWD00003238,Verret,United States,2.4,29.7875,29.9875,-91.2375,-91.0375,29.8819,-91.1597,False,False,True,True,True
3243,GLWD00003243,Kingsmere,Canada,2.9,54.0042,54.1708,-106.5708,-106.3625,54.1069,-106.4514,False,False,True,True,True
3258,GLWD00003258,Bugunskoye-Water,Kazakhstan,2.8,42.6708,42.8125,68.9625,69.1708,42.7347,69.0736,True,False,True,True,True
3276,GLWD00003276,Maloye-Erovnoye,Russian Federation,4,52.5792,52.7458,111.5375,111.7375,52.6597,111.6375,False,False,True,True,True
3281,GLWD00003281,Orsasjön,Sweden,2.5,60.9875,61.1708,14.4542,14.6542,61.0819,14.5486,False,False,True,True,True
3307,GLWD00003307,Bracciano,Italy,3.9,42.0458,42.2042,12.1375,12.3208,42.1236,12.2292,False,False,True,True,True
3309,GLWD00003309,Kytai,Ukraine,1.8,45.4458,45.7292,29.0792,29.2625,45.5014,29.1431,False,False,True,True,True
3312,GLWD00003312,Kubuy,Russian Federation,2.3,70.9708,71.1208,137.5208,138.0042,71.0486,137.7681,False,False,True,True,True
3343,GLWD00003343,Pongyin,China,2.8,32.8292,32.9792,88.0875,88.3042,32.8958,88.1792,False,False,True,True,True
3347,GLWD00003347,Duvankul',Russian Federation,3.5,54.5125,54.6708,61.4625,61.6625,54.5931,61.5653,False,False,True,True,True
3350,GLWD00003350,Dabie,Poland,2.2,53.3625,53.5792,14.5542,14.7458,53.4542,14.6764,False,False,True,True,True
3365,GLWD00003365,Arakhley,Russian Federation,3.4,52.1208,52.2875,112.7708,112.9708,52.2069,112.8792,False,False,True,True,True
3373,GLWD00003373,Assal,Djibouti,3.9,11.5708,11.7792,42.2958,42.4958,11.6653,42.4097,False,False,True,True,True
3379,GLWD00003379,Raznas,Latvia,3.2,56.2458,56.4208,27.3042,27.5542,56.3292,27.4569,False,False,True,True,True
3392,GLWD00003392,Magiss,Canada,2.4,52.8792,53.0458,-91.8042,-91.5875,52.9764,-91.6875,False,False,True,True,True
3394,GLWD00003394,Dangqiong,China,3.6,31.4958,31.6458,86.6458,86.8375,31.5708,86.7403,True,False,True,True,True
3397,GLWD00003397,Montigny,Canada,2.3,48.0292,48.2125,-77.9958,-77.7958,48.1486,-77.9208,False,False,True,True,True
3398,GLWD00003398,Dyryn-Ebe,Russian Federation,2.4,67.6292,67.7875,154.3875,154.7125,67.7153,154.5042,False,False,True,True,True
3421,GLWD00003421,Koybagar,Kazakhstan,3.6,52.5125,52.6875,65.4875,65.6958,52.6014,65.5792,False,False,True,True,True
3446,GLWD00003446,Rufus,Canada,3.1,69.5042,69.6625,-130.1292,-129.8542,69.5986,-129.9931,False,False,True,True,True
3471,GLWD00003471,Laguna-Del-Palmar,Argentina,2.9,-29.7458,-29.4958,-60.7875,-60.6375,-29.5736,-60.7069,False,False,True,True,True
3476,GLWD00003476,Shitou-Koumen,China,2.4,43.7625,44.0042,125.6792,125.8875,43.8431,125.8097,False,False,True,True,True
3478,GLWD00003478,Sorell,Australia,1.9,-42.1875,-42.0292,147.0708,147.2708,-42.0903,147.1847,False,False,True,True,True
3493,GLWD00003493,Crater,United States,3.5,42.8708,43.0125,-122.2042,-122.0125,42.9431,-122.0986,False,False,True,True,True
3500,GLWD00003500,Maraldy,Kazakhstan,3.6,52.2375,52.3958,77.6708,77.8708,52.3125,77.7736,False,False,True,True,True
3523,GLWD00003523,Wabimeig,Canada,2.7,51.3875,51.5708,-85.6708,-85.5042,51.4708,-85.5875,False,False,True,True,True
3529,GLWD00003529,Brackett,Canada,3.2,65.1375,65.2875,-125.5125,-125.2208,65.2125,-125.3514,False,False,True,True,True
3534,GLWD00003534,Garkung,China,2.7,33.8875,34.0458,86.4042,86.5792,33.9681,86.4847,True,False,True,True,True
3539,GLWD00003539,Baidoi,China,2.8,32.7042,32.8875,87.7208,87.9458,32.7764,87.8042,False,False,True,True,True
3566,GLWD00003566,Iznajar,Spain,1.2,37.1958,37.3375,-4.4208,-4.1792,37.2819,-4.3486,False,False,True,True,True
3570,GLWD00003570,Colens-(Western),Canada,2.8,54.4875,54.6375,-95.5542,-95.2625,54.5681,-95.4403,False,False,True,True,True
3586,GLWD00003586,Bin-El-Ouidane,Morocco,1.9,32.0292,32.1792,-6.5042,-6.2875,32.0986,-6.4042,False,False,True,True,True
3587,GLWD00003587,Cardinal,Canada,2.8,56.1542,56.3208,-117.8542,-117.5958,56.2347,-117.7403,False,False,True,True,True
3604,GLWD00003604,Basin,Canada,2.8,52.5375,52.6875,-105.3625,-105.1875,52.6069,-105.2792,False,False,True,True,True
3607,GLWD00003607,Boraphet,Thailand,2.2,15.6375,15.7792,100.1292,100.3458,15.7069,100.2292,False,False,True,True,True
3614,GLWD00003614,Venustiano-Carranza,Mexico,2.5,27.3792,27.5875,-100.7875,-100.5458,27.5014,-100.6375,False,False,True,True,True
4292,GLWD00004292,Brate?,Romania,2.3,45.4208,45.5458,28.0042,28.1375,45.4847,28.0708,False,False,True,True,True
4503,GLWD00004503,Mendota,United States,2.5,43.0375,43.2125,-89.5208,-89.3292,43.1069,-89.4125,False,False,True,True,True
4947,GLWD00004947,Erne-Lough,United Kingdom,1.2,54.0958,54.3042,-7.6542,-7.3875,54.2458,-7.5708,False,False,True,True,True
