"date","mean_temp","temp_C"
2020-04-06,280.389993734658,7.23999373465801
2020-04-07,279.69999375008,6.54999375008026
2020-04-15,281.949993699789,8.79999369978879
2020-04-17,283.652266389013,10.5022663890131
2020-04-19,284.580762871756,11.4307628717559
2020-04-20,284.497493642848,11.347493642848
2020-04-21,284.239224417851,11.0892244178513
2020-04-23,285.189422198811,12.0394221988108
2020-04-24,283.692806160834,10.5428061608343
2020-04-25,282.856243679533,9.70624367953303
2020-04-26,279.449993755668,6.29999375566803
2020-04-27,280.493327065682,7.34332706568159
2020-05-06,286.181660271871,13.0316602718706
2020-05-07,286.739993592724,13.589993592724
2020-05-10,281.225448261438,8.07544826143828
2020-05-27,282.015827031651,8.86582703165084
2020-05-29,289.887493522372,16.737493522372
2020-05-31,286.789993591607,13.639993591607
2020-06-01,288.885256702669,15.7352567026687
2020-06-05,281.529993709177,8.37999370917703
2020-06-13,286.399993600324,13.249993600324
2020-06-14,284.689993638545,11.539993638545
2020-06-21,286.424993599765,13.274993599765
2020-06-27,289.20894090596,16.0589409059597
2020-06-29,287.337850722218,14.1878507222182
2020-07-02,286.249993603677,13.099993603677
2020-07-06,285.531993619725,12.3819936197252
2020-07-17,286.493839752072,13.3438397520725
2020-07-18,288.264993558637,15.1149935586375
2020-07-21,285.249993626028,12.099993626028
2020-07-25,288.207493559923,15.0574935599228
2020-07-29,285.981993609667,12.8319936096668
2020-08-06,291.28119349122,18.1311934912204
2020-08-09,288.646357186477,15.4963571864775
2020-08-12,289.379993533715,16.2299935337155
2020-08-16,288.449993554503,15.299993554503
2020-08-18,291.075782969496,17.9257829694963
2020-08-24,287.709993571043,14.559993571043
2020-08-29,286.319993602112,13.169993602112
2020-09-01,287.607193573341,14.4571935733409
2020-09-04,285.549993619323,12.3999936193228
2020-09-06,285.849993612617,12.699993612617
2020-09-11,286.149993605912,12.999993605912
2020-09-12,285.323993624374,12.1739936243742
2020-09-14,285.8999936115,12.7499936115
2020-09-15,288.339993556961,15.189993556961
2020-09-17,287.47764063506,14.3276406350601
2020-09-18,288.32124355738,15.1712435573803
2020-09-23,284.907993633672,11.7579936336724
2020-09-29,285.904393611401,12.7543936114013
