"date","mean_temp","temp_C"
2000-04-03,279.934993744828,6.78499374482783
2000-04-04,280.53790117602,7.38790117601985
2000-04-06,280.18678619203,7.03678619202992
2000-04-09,280.793129318867,7.64312931886735
2000-04-15,280.480801186044,7.3308011860442
2000-04-18,281.880057260674,8.7300572606743
2000-04-22,281.767981125241,8.61798112524104
2000-04-30,284.816427550931,11.6664275509313
2000-05-01,285.387447865884,12.2374478658844
2000-05-02,283.915837811693,10.7658378116932
2000-05-03,284.796543451662,11.6465434516619
2000-05-04,285.509473906967,12.3594739069669
2000-05-05,283.79053419919,10.6405341991904
2000-05-07,286.376205478865,13.2262054788652
2000-05-08,286.543326930453,13.3933269304534
2000-05-10,286.332024851843,13.182024851843
2000-05-11,286.102680681799,12.9526806817992
2000-05-14,286.088882496167,12.9388824961666
2000-05-15,286.846637885643,13.6966378856426
2000-05-17,286.252586196211,13.1025861962114
2000-05-19,285.693326949452,12.5433269494524
2000-05-26,287.080435761985,13.9304357619855
2000-05-27,286.74272086539,13.5927208653904
2000-05-30,288.806381106345,15.6563811063455
2000-06-05,288.971490961091,15.8214909610908
2000-06-14,289.229993537068,16.079993537068
2000-06-15,289.07480940456,15.9248094045597
2000-06-16,287.988348827979,14.8383488279792
2000-06-19,289.572617103555,16.4226171035547
2000-06-24,288.557632440986,15.4076324409858
2000-06-26,290.456641554343,17.3066415543433
2000-06-27,288.70949103614,15.5594910361397
2000-06-29,290.85440375717,17.7044037571703
2000-07-01,289.378781412531,16.2287814125307
2000-07-02,290.643993505463,17.4939935054632
2000-07-10,289.028743541567,15.8787435415668
2000-07-17,290.813265859403,17.6632658594031
2000-07-19,292.125826805675,18.9758268056748
2000-07-20,290.132346458076,16.9823464580756
2000-07-22,290.993707783361,17.8437077833606
2000-07-29,292.570555260154,19.4205552601538
2000-07-31,291.018478345578,17.8684783455776
2000-08-01,291.559993484989,18.409993484989
2000-08-08,291.592493484262,18.4424934842623
2000-08-14,291.227062457948,18.0770624579476
2000-08-17,290.784993502311,17.6349935023114
2000-08-23,289.96260658602,16.8126065860199
2000-08-30,289.252837138453,16.1028371384535
2000-09-02,290.394316819314,17.2443168193145
2000-09-18,288.145193561316,14.9951935613155
2000-09-19,287.031993586198,13.8819935861976
2000-09-22,287.345675397368,14.1956753973681
2000-09-25,288.256660225491,15.1066602254906
2000-09-30,287.690842628075,14.5408426280749
